Abstract_ID,Cluster_Ward,Cluster_AGNES
KONG2024105126,5,1
CRILLY2021333,2,1
LIU1995367,1,1
UBAN2021480,1,1
XU2024100549,2,1
BANDOPADHAYA2020100378,2,1
BATTY20174,2,1
POLHEMUS2020,2,1
POHL201654,2,1
BONANNI202525,1,1
LOPEZSILVA202446,1,1
GRAY2000401,2,1
ANDERSON201738,1,1
LI2025e42756,2,1
DENHAAN2011175,2,1
LI2021512,1,1
TEEPLE2023102847,1,1
ZASTEMPOWSKI2024100212,2,1
AIGBAVBOA20173003,2,1
JOHAN1992113,2,1
JHA2025103700,2,1
CUI2021412,2,1
DAS2025111780,2,1
ZEITHAMMER2024,1,1
LOOSEN2020631,1,1
MENG2016114,2,1
LIU2023102331,2,1
LAMPRECHT20151927,5,1
SCHULZ20197,2,1
ERDMANN202242,1,1
HSU2021100012,5,1
ROWAN2024171672,2,1
BAMOROVAT202321,2,1
SOROKIN2022101177,2,1
ZHU2024106594,1,1
CHASTAIN200083,1,1
PROCTOR2021142852,2,1
RONG20121462,2,1
ERBOZ202587,1,1
NARASIMHAN197879,2,1
SINGER200948,1,1
FALCONE2020110269,5,1
HALKOS2017140,2,1
JOHNSON1997721,2,1
BARRIOSHERNANDEZ2006309,2,1
MURRAY202483,1,1
ANDERSEN2024100697,5,1
PEREZESCOBAR202423,1,1
WOLFENGAGEN2016347,2,1
METTLER2024101932,1,1
SOLIMAN2025100131,5,1
LU2024100748,1,1
MURIASCLOSAS2025105597,1,1
INDLEKOFER20021035,2,1
SOLEIMANI20199,5,1
GAO2019146333,1,1
SOUSA2014569,2,1
ALGHTANI2010256,5,1
BARAK20171,1,1
DEMIREL20152086,5,1
LAURENT2022101667,5,1
MEKERN201947,1,1
GROOS2024105420,2,1
SELVAKKUMARAN2020111053,2,1
LI2025112443,2,1
HUIJSER2018170,1,1
DUENASDIEZ2019514,1,1
BARNES2021,5,1
SAMARASINGHE2013188,1,1
LAO2022,2,1
KHALIL2022104656,1,1
BOWMAN2023107339,1,1
SAMSONOVICH2012100,1,1
ZANUY2006330,2,1
ONKAL2013772,2,1
WEYDMANN2025111173,1,1
BANK2014540,1,1
HUMPSTON2020638,1,1
SAWLEY1994363,1,1
DEALMEIDA2022469,2,1
BJORNE2005193,2,1
WANG201792,1,1
DESCIOLI2011204,1,1
LOCKWOOD2021100857,5,1
CASTRO2023105510,1,1
DUGGAN2024101426,1,1
HUNT201645,5,1
PENG2025109960,1,1
YANG2025102041,5,1
CHEN2024e26409,2,1
BUCKNER200749,1,1
LAI2021104287,5,1
JOHN2022133624,3,1
MIYAMOTO2023869,1,1
BARADARANRAHIMI2025105859,2,1
KUAI2021150,1,1
POPAT2019365,5,1
KOREN2023101240,4,1
WILSON20241212,5,1
PAPAVLASOPOULOU2019415,5,1
HOME200255,1,1
LASO2018428,2,1
BOCK2020100960,2,1
KHOSHNAM2022116686,1,1
KEESTRA2009531,1,1
PACE2023105433,2,1
TSOTSOS2021305,1,1
SCHEFFLER201575,1,1
SARPKAYA20111163,5,1
LUCHINI2023101277,1,1
MILANEZ200793,2,1
DORR2017322,1,1
XHAXHIU2024270,2,1
PINCETL2012S32,2,1
8567181,5,1
AMACHER2020100022,2,1
REN2024127126,2,1
LASSITER201927,1,1
KAWITI2025100213,1,1
CIFTCI2023101337,5,1
LEE2024101413,1,1
CALVIN20241192,5,1
KARVELIS2023105137,1,1
NAZI2025100124,5,1
PAGANI2009382,2,1
TEZDUYAR19971349,2,1
8693273,5,1
HITCHCOCK2024101356,1,1
KUHN202428,1,1
MONACHESI2021101531,2,1
CUADRA20161223,2,1
LATIF2023726,2,1
DAVIES2023100692,2,1
HAUSER2024100439,2,1
CHEN2017162,4,1
LIETO20161,2,1
MISZTAL2017731,1,1
DANCY2015131,1,1
SALAMATI2014283,2,1
ALEMANY2018429,2,1
LIN2021103944,2,1
RUTHVEN2004259,1,1
BHADURI2025100723,1,1
GONZALEZFELIU201289,1,1
TEO2024102655,1,1
HAYES201739,1,1
SNAIDER201259,1,1
CAFFERATA2023106879,2,1
DRANKO2021738,2,1
KOH2020106,2,1
NELSON2019100758,2,1
YANG2024104962,5,1
LU2023100154,3,1
ZHU2021118730,1,1
MAITY2016152,2,1
DUFVA201697,5,1
SALAJ2024298,5,1
THEISE200417,2,1
FAN2020248,3,1
HUANG2024369,1,1
MENG2023116227,2,1
ATANCE2001533,1,1
SCHUH20181,1,1
NENSA2025100001,5,1
HAHN2020363,1,1
BANDARAGODA2019104424,2,1
SAHIN2024101439,2,1
TANG2024103266,1,1
CHEN2022108274,1,1
BECK2011190,1,1
ARKOUDAS2008461,1,1
ABDALLA2025101310,2,1
CUI2019305,5,1
FILOMENA201914,2,1
NOBRE2019132,1,1
GATI2021298,2,1
CHEN2022307,1,1
BIBRI2018758,2,1
VALLVERDU20146,5,1
KAZIEVA20242933,2,1
RANTANEN20153612,2,1
MANNILA2023100132,4,1
BROCAS2021105366,1,1
BIALEK19901227,1,1
HO1993567,2,1
HUANG2024109100,1,1
YAO2023102216,2,1
HO2024124656,2,1
REN2025100774,5,1
MOORE202542,2,1
ZHANG2022104545,5,1
ANDREWS2019102188,1,1
FOSTER2018144,1,1
SANDERS2023107790,2,1
PLUZHNIKOVA202334,1,1
CHEN1998475,2,1
ROBSON2014287,5,1
KELTYSTEPHEN2022104810,1,1
TURKHEIMER2015211,1,1
9934274,5,1
MALINVERNI2025100727,5,1
COTTAM2022104635,1,1
HEYN2023111604,2,1
KIRIMTAY2025111785,2,1
LEIRMO2024761,2,1
LI2023110701,2,1
HAMDI2019772,2,1
ZHANG2024111498,2,1
ZHAO201568,2,1
10589985,4,1
AUCONI2020856,2,1
GISKE2025105163,2,1
BATEMAN2021100502,2,1
YOUSEF2024137753,2,1
EVERS2025180,1,1
GACS19811,1,1
MOBUS201813,5,1
9728803,5,1
RAHARINIRINA2021100332,1,1
ABDELAZIZ2024100615,3,1
KARIMISANI2025102651,2,1
KADERAVEK201527,5,1
BUCARO201935,1,1
ESCAMILLA2021102697,2,1
WU2024100295,3,1
CSERNOCH2025100676,2,1
SAVIN2024108324,1,1
WIGGINS20201,2,1
HOOD2012181,2,1
GROOTHUIJSEN2024100290,3,1
PESSOA2019158,1,1
SHAW2019,2,1
KRUSE2023105975,1,1
ZHANG20211358,2,1
KONG2023100126,5,1
BALAKRISHNAN2025109810,2,1
BARON2022113861,1,1
VANBAVEL2015167,1,1
FOUGERES2021100025,2,1
FARHAT199361,2,1
MORAVEC2023147,2,1
TWORZYDLO1995759,2,1
EVANS2022281,2,1
BEHR199399,2,1
BURCH2023101039,5,1
MONNAHAN2024107024,2,1
HU2015287,2,1
WANG2024119836,2,1
SLANKSTERSCHMIERER202538,2,1
9429049,2,1
MA2024103893,2,1
ZENGAFFINEN2023100159,1,1
YANG201451,5,1
LORD2023490,2,1
QUARESIMIN20122290,2,1
HAN2025104938,3,1
HUNTER198763,5,1
GULOTTA2022106698,2,1
BENSASSI20233123,5,1
KOCHEN1958267,1,1
MOZUNI2017303,2,1
BEATY2017189,1,1
MOLINARO20231150,1,1
TRANVAN2025101353,5,1
WILSON1989171,1,1
VOIGT2025100115,2,1
FOSGERAU2021109911,2,1
WOLFF2024893,1,1
DAS2023100065,3,1
SCHMID2022,5,1
DONG2025104824,4,1
HOWARD2006464,1,1
HU2019202,1,1
IWASE20211,1,1
ZOU2025106959,2,1
YISHOU200932,5,1
KAIN2024104739,5,1
DAS2024100898,5,1
HAO201630,1,1
6295420,5,1
FAIRHALL2014ix,1,1
DING2024120338,2,1
LI20232,2,1
AVINERI2012512,2,1
MARITAN2022167351,2,1
ZHANG2022111493,1,1
DECHARMS2007473,1,1
LIN202052,1,1
ZHOU20211491,1,1
OBRIEN2021104184,1,1
NEUMANN2020281,1,1
SJODAHL2023100573,4,1
CIMPIAN2012161,1,1
MOSKOWITZ200387,1,1
KE201426,5,1
KAZEMI2002203,5,1
CEKIRGE199465,2,1
RUCH2024115840,1,1
MCNAUGHTON2024102653,1,1
HASELI2023184,2,1
BOHMANN2018185,1,1
STRYCKER2020e04358,5,1
SURYARAJ2024124407,2,1
KRASICH2024105624,1,1
READ2017237,1,1
SMITH2012210,1,1
TUHKALA201954,5,1
CHEN2009191,2,1
8820852,5,1
KARVONEN2023101166,1,1
LIU2023109530,2,1
SECCHI2024105891,2,1
BRODO202025,2,1
NIXON2024100992,2,1
VERDECCHIA2022100767,2,1
DELIMA2023100590,2,1
GEFEN2016828,2,1
BERGSTRA200855,2,1
GAO2025100776,2,1
LIN2025102895,3,1
WEI202238,1,1
GAO2022109390,2,1
HOLYOAK2021118,1,1
KONG2023107749,4,1
HAMMOND19951593,2,1
AHLQUIST201584,2,1
BAWDEN1984205,2,1
HUNG20131,1,1
CAI2024118870,2,1
ROSENBAUM2018510,1,1
SANKARANARAYANAN20151,2,1
TAN2020109285,2,1
WANG20071997,5,1
ZHANG2024102550,2,1
PACINI200969,2,1
DELIMA2024107089,2,1
TYFLOPOULOS2019979,2,1
GUO2025112955,2,1
IZMALKOV2011121,1,1
DUAN2021107596,1,1
JIANG2024100078,2,1
EGUCHI2016692,5,1
LI2024102426,1,1
LIU2024111728,1,1
LAVALLE2025100889,5,1
LITTLE20031285,5,1
SHUTE2017142,4,1
KONG2020106230,2,1
MANSUETO2019106018,1,1
BROSSEAU2003373,2,1
CHEN2021105850,2,1
CORTENBACH2024104869,2,1
PERCHTOLDSTEFAN202398,1,1
ZHU2024111294,5,1
CASTRO2006811,2,1
DANILOV2019108891,1,1
CSILLERY2010410,2,1
LIU202257,2,1
STOKLASA2021153,1,1
HEIRDSFIELD2004443,5,1
MAVERS2002187,1,1
HARVEY2025,1,1
DURSO2015336,1,1
JYOTSNA20231270,1,1
SIMON1993431,2,1
RUBIOFERNANDEZ2025269,1,1
RAY2020106679,2,1
ZHAO2022104445,4,1
LI2024109502,2,1
MOUAKHER201915,2,1
ZAK2019139,2,1
FRADKIN20231013,1,1
RICH2018110,2,1
PUPUNWIWAT2011827,2,1
MEDFORD201536,2,1
YUE2023940,1,1
LIN2024122254,1,1
MASCLE20085,2,1
DUKHANOV20141433,5,1
POSTAN2018111,1,1
LEMOEL2020110,2,1
CHIASTRA20162102,2,1
HARTMAN2025100398,2,1
XIA2025108857,2,1
ZHENG2021102174,2,1
JANSEN2022103616,1,1
COIERA2022100860,3,1
KADUWELA2024105337,2,1
COLOMBINI2022104631,2,1
REINOSOCARVALHO2020389,5,1
AVEN201633,2,1
KORUKONDA2003240,1,1
SOLTOGGIO201848,1,1
CHECHURIN2016119,2,1
CHEN2010573,1,1
MADUABUCHI2023125889,2,1
LI2022175260,2,1
XUE2024108224,1,1
CASTRO20242377,2,1
LANDAU20112071,1,1
CHANDRASEGARAN2023101182,2,1
RIVEST19931,2,1
YANG2022107728,2,1
GAO2025102628,2,1
VELAVELUPILLAI201436,2,1
SHAFIR1994403,1,1
VARUGHESE2023684,1,1
MEZINSKA2024100429,2,1
NNAJI2019106672,2,1
JOHANNESJOSEFIJEN202173,2,1
WANG2022477,1,1
GALLISTEL2021104533,2,1
LEHMANN2023101079,5,1
PICKLO2024112790,1,1
XUE2025129449,1,1
LEE2023101274,5,1
SRIHARI20141083,5,1
CRONIN2022100987,5,1
MOLLER2021103155,1,1
VIGO2025102905,1,1
LEACH2024,2,1
ADORNI2024101737,5,1
ANDRAS2021110734,2,1
LEESON2008630,5,1
ROSSI2011820,5,1
USMANI20241044,1,1
JACOBS20101155,1,1
9155874,5,1
MURTAGH201637,2,1
GARLING1994355,2,1
BORSTLER2023111592,5,1
9066434,5,1
RASUL2024101041,5,1
HICKENDORFF2020101311,5,1
SUKHOBOKOV2024101279,1,1
RAMIREZPEDRAZA2021122,1,1
9201830,5,1
10664997,4,1
LISSACK2024389,5,1
KAPITANYFOVENY202466,1,1
MOHAN2020771,2,1
THAKIRABED20232293,5,1
DOGANDUNLAP20102141,2,1
TANG2022106735,2,1
GUERRAMACIAS2025e41099,2,1
OLTETEANU201581,2,1
WALTER2016597,2,1
LIU2025101134,5,1
WELLS1998269,1,1
BATINI2025101896,1,1
SUN2022104457,5,1
HALL201385,2,1
OHARA2022102540,5,1
BROWN201511,5,1
BABIALMENAR2023101506,2,1
DING2012264,2,1
LOTURCO2022104059,1,1
GUO202377,2,1
ZETTERLUND2023104508,2,1
CHIHAB2023106810,2,1
MENGOV2014232,2,1
5228288,5,1
DORESWAMY2023,2,1
SELKER2005410,1,1
KAO2023105008,1,1
BROWNING2023104031,1,1
BORIS2013113,2,1
LUNGU2008255,2,1
LANG20151369,2,1
GALITSKY201325,1,1
YANG2025104836,5,1
NORGAARD2023105308,1,1
LOU2023541,1,1
ZHOU2024122849,2,1
RODRIGUEZMENDEZ2024103804,5,1
ARCK201954,1,1
WU2024105012,5,1
BEATY2021100859,1,1
MINOZZI2020101498,1,1
DESTEXHE2011717,1,1
MAKSHAKOVA2022118732,1,1
10505460,5,1
CHOI2025102535,1,1
WARNIER201715,2,1
CHAO2016202,5,1
GREENLEE20201043,2,1
CLAPIN2002231,1,1
WEST2023300,2,1
DAVIES2016617,2,1
TAUB201510,1,1
KASALICA20212157,2,1
10893039,4,1
WU2020107246,1,1
VARGASROJAS2022110093,2,1
ENGLAND2008163,2,1
PURI2023104439,1,1
VANESSEN2021109218,2,1
BAKHTAVAR2020122886,2,1
HADJTAIEB2014238,1,1
DECARVALHO2021107887,2,1
MAKRIDIS201328,2,1
LI2013262,2,1
MARTINI2022105446,2,1
XIA20025,2,1
YANG2025101808,1,1
STOJANOVIC2021107270,5,1
LI20203666,1,1
ROSSITER20241,5,1
KORIYAMA2021458,1,1
CARPENTER2020100064,2,1
CARLISLE1996248,1,1
BASU2021135660,5,1
HAREL201758,5,1
BERNUS201583,2,1
SOTO2022100963,1,1
KOCAK2021100967,5,1
FARISCO2024106714,1,1
SALAHSHOORI2024123888,2,1
WANG2007126,2,1
HAMED2018112,1,1
JANES200673,2,1
CARLBORG2019130,5,1
CHEN2022101855,2,1
KING2023104028,2,1
AMALINA2023e19539,5,1
LIU2021110585,2,1
YU2024101517,4,1
ISLAM2022100280,5,1
ERIOLI2011729,2,1
ALONSO2025100509,1,1
KALELIOGLU2015200,5,1
SOMMER2013e201302014,2,1
AGUAYO2023e19205,5,1
JIN201559,2,1
MAHMOUDZAKIALI2022100579,1,1
BYLYA20172358,5,1
UENO2011385,1,1
WEI2021189,1,1
BENTON20001135,2,1
BISWAS2008127,2,1
STAHL1994309,1,1
VARTIAINEN2021100281,2,1
GOSWAMI2024111921,2,1
BAILEY20158,1,1
CAI2004135,5,1
KELTNER2021216,1,1
LINHARES201436,5,1
THYAGARAJ2025102002,1,1
QIN2025100117,5,1
GRAYSON2022108844,5,1
ACHARJYA2022100647,2,1
MARCHAND1995179,1,1
BARTON201242,2,1
OH2015e6,5,1
GARCIAPENALVO2018407,5,1
LOVE2022100543,5,1
PRINSLOO2021101515,2,1
SUN2009124,1,1
RONAYNE2021318,1,1
GURSOY201529,1,1
DECKERT2021104930,1,1
7474681,5,1
ZHANG2024117045,2,1
WARREN2006208,5,1
10261572,5,1
CARDENASSAINZ2022100381,5,1
KAZIMOGLU2012522,5,1
ALEXANDROV20151685,5,1
LU2022100056,1,1
ZAHOOR2025100931,5,1
MICHALSKY2024e24280,5,1
AHMED20201,2,1
JEN2010154,2,1
AGGARWAL2023110458,2,1
AKTOPRAK2022101029,5,1
HAMZYANOLIA2025109984,3,1
WANG2025128735,2,1
URKEN2012553,2,1
YEAP1988297,1,1
BOURDAKOU2023102881,2,1
BATTLEDAY20151865,1,1
WANG2025100880,5,1
SAHU2023105206,1,1
FIELDS2022104714,1,1
VIDALPINO2021104249,1,1
FELDMANHALL20211045,1,1
FAVERO2023112755,2,1
ALTAY20111111,2,1
JARLEBLAD2024108930,1,1
BASHIRPOURBONAB2023122642,2,1
DUMONTHEIL201457,1,1
BALAHUR20141,1,1
BOTTINI2020606,1,1
JANECK2003181,1,1
PHILLIPS2009597,1,1
SHIN2025100195,1,1
BARILE2022467,2,1
ZUO2010268,2,1
10261627,5,1
7757408,5,1
VELICHKOVSKY201735,1,1
TARMIZI2010384,5,1
VEZOLI2021117479,1,1
SERNAM2015647,1,1
IVANOV2023108938,2,1
FENG2025100831,5,1
WALL201161,1,1
PIHLAJAMAKI2020101103,2,1
GUPTA20062290,1,1
MASHAL20112045,5,1
BERTRAM2021100038,1,1
COOPER20091351,1,1
YONG2024322,5,1
BACELARALMEIDA2022100736,1,1
8845505,5,1
GEMMELL201720,2,1
SPENCE2022100433,1,3
SUDDENDORF201826,1,1
NDUNGO2020,1,1
CAI201253,2,1
MILLIGAN2020106458,2,1
ARUN2009S1116,1,1
KIM2019141,2,1
8964889,5,1
ZURNACI2024101576,5,1
TERZOPOULOU2024104133,1,1
MAFTEI2022107032,1,1
CHEN20171,1,1
MUTHUSAMY2025112916,2,1
ZAGREBAEV2018568,2,1
VENKATESWARLU20201093,2,1
CHANG2023101823,2,1
PALHARESDEMELO200121,1,1
CARBONARO20101098,5,1
ADABALA2005896,2,1
YANG2022101239,5,1
SCHLOR2021110543,2,1
SU2021100862,5,1
MARTINS2023100566,4,1
WANG2020256,1,1
DENEYS2013172,1,1
LIU2025108569,2,1
KISAALITA201658,2,1
DEOLIVEIRA2023133,5,1
TEZDUYAR19992039,2,1
LEUKHIN2018166,1,1
WANG2023e131,1,1
SCHEENSTRA2022,2,1
CARPO2024100001,2,1
GAO2025111002,2,1
DASILVA2022402,1,1
COOPER19821,1,1
SCHACTER2012677,1,1
RONGHUA2024e27753,2,1
SISTLA20212464,2,1
LI2024101038,1,1
GILL1995349,5,1
ZHU2020102369,1,1
YURKOVICH2017431,5,1
9790858,4,1
DUCH1996136,1,1
STUMPF202158,2,1
IMJAI2024100301,2,1
NOWROOZI201252,2,1
GARDNER201582,5,1
GANGWAL2025,2,1
BENTLEY2000465,2,1
MEARA2000345,1,1
FEDORENKO2014120,1,1
BRANASGARZA2012254,2,1
JANG2022103225,2,1
MOU2018198,2,1
SPRUGNOLI201799,2,1
MASHAL201366,1,1
DASILVA2024105785,2,1
BEJAR2005117,2,1
XU2024473,2,1
LIU2006267,2,1
KAFUKU2019192,5,1
GAO2024188,1,1
LOMBARDI2022100601,1,1
YUE2023101929,1,1
ISMAILOVA2022463,1,1
LI2022126546,2,1
TIRADORAMOS2010855,5,1
SUN200912529,1,1
SAID2015396,1,1
CABITZA201765,1,1
ZHU2020706,5,1
LIMONGELLI199289,1,1
SUN2023101340,5,1
MIDGLEY2019181,2,1
WANG2024100257,2,1
ZHANG2025100889,2,1
BRODLAND201562,2,1
TAKAMA20151263,2,1
CLEMENTZ2023143,1,1
FEIZIZADEH2024103764,2,1
KNIGHT2020100624,2,1
KLIMOVA20201,5,1
9332734,5,1
MARCELINO2018470,5,1
BRIDGES2012780,2,1
KHALID2025100900,2,1
PATAC2025101301,5,1
WESSELTOLVIG201639,1,1
HARTMANN2021112902,2,1
CAKIROGLU2023101279,5,1
DISSANAYAKE2025104098,2,1
DAVIS2024307,3,1
5881653,5,1
CAMARGO2022496,1,1
BROCAS2022331,1,1
PAUDEL2024437,2,1
SCHACTER1999403,5,1
LIANG20242457,1,1
SHEARER1996465,2,1
REMINGTON2018938,2,1
VALERY201844,2,1
LIAO20221139,2,1
JOHNSON20013201,2,1
SVOZIL2005845,1,1
COWLEY2019104025,5,1
YOON2021100865,2,1
HAGSTROM1998385,2,1
MARTINRAMOS201751,5,1
ENE2016973,2,1
MAHY201468,1,1
LEROYER20112070,5,1
ENRIQUEZHIDALGO2025123924,2,1
HUANG201724,2,1
YILMAZ2023100147,5,1
MATTHEWS2021100278,5,1
ARORA2022108615,5,1
SHARMA201524,5,1
DENNER2012240,5,1
PRONK202443,2,1
FAN2022107957,5,1
DELI2021784,1,1
GARAVAGLIA2010258,2,1
9742585,5,1
KAHLE200053,1,1
CARROLL1999111,5,1
BELLANTE2025104341,2,1
NAIK2017509,1,1
TRAYLOR2024110895,1,1
UPADHYAY2024109796,2,1
KENETT201879,1,1
KEARNS2025,2,1
VASILE201177,1,1
DAKIN2009R851,1,1
BERNAL2015163,2,1
BUCKINGHAM20141403,5,1
DIMARTINO2023138293,2,1
RAZ2024101598,1,1
LIN2022104649,2,1
KARI2022102843,1,1
CHEN2019398,2,1
HODGMAN2012261,2,1
JOHANNING2004371,5,1
MARSHALL2023131,1,1
CHILMON2020106870,2,1
XU2012816,2,1
HEMMATIAN202469,1,1
GUPTA2009481,5,1
BLOTE2000221,5,1
UMEREZ2001159,1,1
BOELSENROBINSON2021102032,2,1
KS2024137917,2,1
JIANG2024100795,2,1
SOHR202392,4,1
KOSCHINSKY2013172,2,1
MEDINAOLIVA201338,2,1
ADNAN2024100976,3,1
PEYRACHE2024255,5,1
8964976,5,1
SHARMA2024100944,2,1
9920923,5,1
ZHANG2020116572,1,1
GAO20241233,2,1
STRATFORD2022115813,1,1
WEN201811,2,1
AKPUR2025100096,1,1
POVALA2022114712,2,1
MACRIDES2022100396,5,1
YIM2014144,2,1
HORVATH2024593,2,1
GUHE2011249,1,1
SALVATORE2024143,1,1
AGNETIS2019100110,2,1
HAVENS2020104571,2,1
WANG2023105931,2,1
KUMAR2006806,2,1
VONRICHTHOFEN2018573,2,1
IVCEVIC2024100079,1,1
MCCRADDEN2023100864,3,1
GAO2022509,2,1
VIEIRA2020106268,2,1
LONG201960,2,1
MEYER202013,2,1
POOBALAN2025101667,2,1
JAGER2021133,2,1
CROMWELL20112026,1,1
6756334,5,1
WU2024112197,2,1
SUTOYO2015435,5,1
BOUKHANOVSKY20151,5,1
ATREIDES202135,1,1
ARIYA2025101387,5,1
PARK2023101271,2,1
BENITEZANDRADES2022,1,1
PITTAPANTAZI2007301,2,1
PANANGADEN201410,1,1
PALAFOXALCANTAR2020598,2,1
CHENG2024104948,5,1
SWARUP2006273,2,1
CLARKE2009460,1,1
FROWNFELTERLOHRKE201768,2,1
SAIDI20091467,2,1
LIBERATORE2024103456,1,1
MARCIALROMERO2008171,1,1
GUO2024324,2,1
KALRO1998267,2,1
SMOLARCZYK2024100669,5,1
CATENACCIVOLPI20141,1,1
KOSTERHALE2013836,1,1
SAVIN202110,1,1
LANDETE2024103034,2,1
SPORRER2024115192,1,1
LENNON2022104608,5,1
PORNSUWANCHAROEN20181034,1,1
RONEZRA2021100896,2,1
STROBL2024104585,1,1
YU2022158,2,1
ACISECHE2023109386,2,1
10685684,4,1
TERZIEVA2024106,5,1
MONTEIRO2023100076,2,1
ROUSE201472,1,1
GOLDBERG2011171,1,1
ZHAO2025128946,2,1
STOREY2025114368,5,1
LEZAK2016143,2,1
LI2024124918,2,1
SERIES202466,1,1
CHA2011990,5,1
REISS1967193,1,1
KANGASHARJU2022100048,5,1
HAO20231,1,1
ROBSON2022102517,1,1
9766703,4,1
KHARE2022105028,1,1
YETISEN2015724,5,1
LIN2023103217,2,1
MARSHALL202188,1,1
8938909,5,1
LETONSAARI2017131,2,1
DELLACQUA2021199,1,1
KERNER202154,2,1
XIAO2025126531,5,1
LU2025103764,1,1
PILEGGI2021115065,1,1
ALLISON2018147,5,1
LORE2024105149,1,1
MEHRYAR2022155854,2,1
YUWONO2024100272,3,1
CHELLAM2018928,2,1
ORCIK2014830,1,1
FLETCHER1998747,2,1
JAYAWARDENA2025118097,2,1
DING2025121721,2,1
FILIPPOU2016892,2,1
KRAKOWSKI2025100560,5,1
ALONSOSANCHEZ202397,1,1
TAKANO2010419,1,1
DUGGAN2024100102,2,1
ABRAMS199569,1,1
ARNOLD2018581,1,1
GOMES2019411,2,1
CHAN2022102109,1,1
ALISHA20241202,5,1
DRESHER1990137,1,1
KLUGE2025250,1,1
DIAGO2022100388,5,1
8626930,4,1
MORTOLA201628,1,1
PICCININI2004811,1,1
KIM201679,2,1
THEODOROPOULOS2021100335,5,1
EKLUND201716,1,1
TONKS2021102036,1,1
FAVELA2019156,2,1
SAAVEDRA20091324,2,1
BREA201661,1,1
FERNANDES202191,2,1
ANDERSEN20191,2,1
KINLEY2022105843,1,1
LITTS2021100295,1,1
ZHANG2024100064,2,1
WOLFENGAGEN2016359,2,1
CLEGG201856,2,1
MARTIN2023120366,2,1
LIU2022189,2,1
XIE20189,5,1
FLETCHER2023100061,1,1
SUMMERER2014242,1,1
NAVARRETE2013320,5,1
ATKINSON20137060,1,1
ANGELI2022100329,5,1
LI2025102888,5,1
MATTIONI2023107782,1,1
GRANDE2022105470,5,1
ENRIZ2005163,2,1
COCHRAN20201237,2,1
ASCENZI2020115295,2,1
ZHANG2025100137,3,1
STEIN2024102379,2,1
SUN2025129677,1,1
MACHADO2021103322,2,1
OTANI2024104086,1,1
THOMPSON1983161,1,1
GANAPATHY20158064,2,1
WANG2016747,2,1
MCGEE201440,1,1
ANDREJCZUK2019104799,2,1
EGOROV2007293,1,1
SACOUTO202297,2,1
ROBERTSON2008436,1,1
TOZZI2018133,5,1
20213190,1,1
CUI2024124662,1,1
SALEM2025141924,2,1
FLAHERTY2022114546,1,1
ANANE20221103,2,1
MCCLELLAND20221047,2,1
HYUN2018113,2,1
WANG2024111842,2,1
WALSH2021143,2,1
POWERS2025117,1,1
PALIOURA2025105186,5,1
CLINDANIEL2024105890,2,1
NI2025168,2,1
KONDINSKI20241071,2,1
HERNANDEZRAMIREZ2024414,5,1
KUGURAKOVA2015112,1,1
AHMAN201351,2,1
BLELLOCH199490,1,1
GOLDMAN201725,1,1
COOPER201442,2,1
SNIDER2021108795,1,1
LOONG2014237,2,1
LIU1996435,1,1
THOMPSON2011107,1,1
ERCEG2022101619,1,1
ZAROUALI2024108024,1,1
CHEN2021107754,2,1
WAUTELET2025125664,2,1
BUCHBERGER200424,2,1
ZHANG2021518,1,1
KELLEY2021439,2,1
SANCHEZTORRUBIA201212177,2,1
DEBARROS2012171,1,1
KERN2000341,2,1
TANTILLO2021n/a,2,1
DINU20242902,1,1
KOK2016342,2,1
DILUZIO2023104418,2,1
GOODCHILD20113,2,1
DOGAN2018464,2,1
PAYANDEH2006328,2,1
BAUCELLS201329,2,1
KRAUZLIS2014457,1,1
ZHANG2024105039,4,1
STADE2023104307,5,1
LILI20171611,2,1
TELIKANI2020318,2,1
BOTANA2016115,1,1
KARA2015526,2,1
MANALU2023641,2,1
NEINHUIS2017394,1,1
MILLET2023107707,1,1
LIU2024110132,1,1
DHELIM2020106506,2,1
VANDENAMEELE2014334,1,1
KARTHIK2024106286,2,1
LACROIX2024105188,2,1
EVANS2008100,1,1
RICH2021104196,5,1
BURIGANA2024102875,1,1
BOULGAKOV2020154,2,1
8450296,5,1
GUPTA2024114777,2,1
CALDERON201860,1,1
GOMOLLONBEL20245056,2,1
ULRICH1988309,2,1
ALAGEEL20152003,2,1
GANUTHULA2016216,1,1
PITKOW2017943,1,1
BAYRAKTARSARI2024110835,2,1
MARTINS20183890,1,1
VAKILI2021112687,2,1
STAHL2024112452,1,1
PRASAD2023104,2,1
NIKNAM20112805,2,1
TARIM2011563,2,1
MAVROMATIDIS2025105404,2,1
GRIFFITHS2020873,3,1
JEREMIAH2025103529,2,1
LI2000233,5,1
HOU2020100720,5,1
GAULD2024116255,3,1
9125368,4,1
LEPP2025100642,3,1
ANANTHASWAMY201742,1,1
LIEBENTHAL2023111,1,1
PAIVIO2014141,1,1
EISENHOFER201940,2,1
BLAND2025,1,1
KUDARIYAWAR2016193,2,1
FUJINO201760,1,1
SU2023100122,5,1
JI2023106379,2,1
RAI201651,1,1
10842752,5,1
KLATT2009536,5,1
CHISCI1995487,2,1
ODGAARD2023100598,5,1
SMITH2023100616,5,1
ZHU2023126915,1,1
KRING2014725,1,1
GREEN2017125,5,1
FATAHI2016272,5,1
FOLTZ2023127,1,1
KORDAKI2017122,5,1
